Código DANE,País/ET/Municipios,Departamento,Establecimientos educativos,Sector,Calendario,Matriculados,Publicados,PUESTO SABER11,Promedio Puntaje Global SABER 11,Desviación General,FORMULA 1,FORMULA 2,FORMULA 3,TOTAL
115759000473,SOGAMOSO,BOYACA,INSTITUCION EDUCATIVA LOS LIBERTADORES,Oficial,A,70,70,2252,271,35,0.6275,0.683853356,0.885620915,0.732324757
225288000206,FÚQUENE,CUNDINAMARCA,INSTITUTO TECNICO COMERCIAL DE CAPELLANIA,Oficial,A,80,80,2267,271,37,0.63425,0.642770274,0.87987013,0.718963468
311001046239,BOGOTÁ D.C.,BOGOTÁ D.C.,COL MIGUEL ANGEL ASTURIAS,Privado,A,54,54,2268,271,37,0.62225,0.58116943,0.87987013,0.694429853
225769000498,EL ROSAL,CUNDINAMARCA,INSTITUCION EDUCATIVA DEPARTAMENTAL JOSE MARIA OBANDO,Oficial,A,64,64,2283,271,40,0.60775,0.665101926,0.871382637,0.714744854
154498001944,OCAÑA,NORTE DE SANTANDER,COL RAFAEL CONTRERAS NAVARRO,Oficial,A,24,24,2324,270,28,0.6245,0.741341162,0.906040268,0.75729381
268179000175,CHIPATÁ,SANTANDER,INSTITUCION EDUCATIVA TIERRA NEGRA,Oficial,A,14,14,2329,270,31,0.63425,0.665043736,0.897009967,0.732101234
173411000046,LÍBANO,TOLIMA,INSTITUCION EDUCATIVA TECNICA NUESTRA SEÑORA DEL CARMEN,Oficial,A,44,44,2331,270,33,0.602,0.58299187,0.891089109,0.692026993
117001006287,MANIZALES,CALDAS,INSTITUCIÓN EDUCATIVA ARANJUEZ,Oficial,A,27,27,2332,270,33,0.57925,0.608439891,0.891089109,0.692926333
125473000242,MOSQUERA,CUNDINAMARCA,I.E. LA MERCED,Oficial,A,209,209,2340,270,36,0.60725,0.611674802,0.882352941,0.700425914
168464000788,MOGOTES,SANTANDER,INSTITUTO TECNICO ISAIAS ARDILA DIAZ,Oficial,A,89,89,2349,270,38,0.5975,0.634624402,0.876623377,0.702915926
311001096074,BOGOTÁ D.C.,BOGOTÁ D.C.,LIC EMPRESARIAL DEL CAMPO,Privado,A,80,80,2356,270,39,0.64025,0.689211082,0.873786408,0.73441583
125281000249,FOSCA,CUNDINAMARCA,INSTITUCION EDUCATIVA DEPARTAMENTAL MARIA MEDINA,Oficial,A,16,16,2364,270,40,0.61175,0.494435596,0.870967742,0.659051113
305001019975,MEDELLÍN,ANTIOQUIA,CENT EDUC INTEG BUCARELLY,Privado,A,20,20,2379,270,42,0.654,0.783802732,0.865384615,0.767729116
225402003059,LA VEGA,CUNDINAMARCA,I.E.D. RURAL EL VINO,Oficial,A,11,11,2385,270,43,0.6205,0.606084855,0.862619808,0.696401555
168679000142,SAN GIL,SANTANDER,COLEGIO LUIS CAMACHO RUEDA,Oficial,A,35,35,2396,270,45,0.611,0.661941385,0.857142857,0.710028081
311001097500,BOGOTÁ D.C.,BOGOTÁ D.C.,LIC ARKADIA COLOMBIA,Privado,A,72,72,2406,270,48,0.667,0.767892996,0.849056604,0.761316533
281065000627,ARAUQUITA,ARAUCA,I.E. ANDRÉS BELLO,Oficial,A,22,22,2420,269,32,0.57675,0.463694255,0.893687708,0.644710654
105615000228,RIONEGRO,ANTIOQUIA,I. E. JOSE MARIA CORDOBA,Oficial,A,55,55,2429,269,35,0.5855,0.500794538,0.884868421,0.65705432
266001001370,PEREIRA,RISARALDA,IE LA PALMILLA,Oficial,A,19,19,2436,269,36,0.63,0.557303667,0.881967213,0.68975696
154820000011,TOLEDO,NORTE DE SANTANDER,COL GUILLERMO COTE BAUTISTA,Oficial,A,78,78,2442,269,37,0.59275,0.544982942,0.879084967,0.672272636
225740000189,SIBATÉ,CUNDINAMARCA,INSTITUCION EDUCATIVA DEPARTAMENTAL SAN MIGUEL,Oficial,A,36,36,2443,269,37,0.608,0.4700411,0.879084967,0.652375356
311001017018,BOGOTÁ D.C.,BOGOTÁ D.C.,CENT EDUC SAN LUIS GONZAGA FE Y ALEGRIA,Privado,A,57,57,2457,269,39,#N/A,#N/A,0.873376623,#N/A
105440000386,MARINILLA,ANTIOQUIA,I. E. NORMAL SUPERIOR RAFAEL MARIA GIRALDO,Oficial,A,114,114,2466,269,40,0.624,0.629966831,0.870550162,0.708172331
173001010435,IBAGUÉ,TOLIMA,INST EDUC CIUDAD LUZ,Oficial,A,75,75,2471,269,41,0.5895,0.583771626,0.867741935,0.680337854
123001001871,MONTERÍA,CORDOBA,INSTITUCION EDUCATIVA JUAN XXIII,Oficial,A,70,70,2472,269,41,0.57625,0.590765778,0.867741935,0.678252571
168679000550,SAN GIL,SANTANDER,COLEGIO SAN CARLOS,Oficial,A,98,98,2493,269,45,0.618,0.646008412,0.856687898,0.70689877
217001001085,MANIZALES,CALDAS,INSTITUCIÓN EDUCATIVA RURAL MARIA GORETTI,Oficial,A,17,17,2496,269,46,0.64975,0.536561561,0.853968254,0.680093272
152001001706,PASTO,NARIÑO,I.E.M. LICEO CENTRAL DE NARIÑO,Oficial,A,93,93,2498,269,47,0.6195,0.704292107,0.851265823,0.72501931
254874000070,VILLA DEL ROSARIO,NORTE DE SANTANDER,INST EDUCATIVA LA FRONTERA,Oficial,A,24,24,2516,268,31,0.5995,0.525723918,0.89632107,0.67384833
173001010443,IBAGUÉ,TOLIMA,INST EDUC MAXIMILIANO NEIRA LAMUS,Oficial,A,18,18,2517,268,31,0.59875,0.653173176,0.89632107,0.716081416
168147000012,CAPITANEJO,SANTANDER,COLEGIO INTEGRADO DIVINO NI¿O,Oficial,A,47,47,2538,268,37,0.613,0.674370066,0.878688525,0.72201953
154001000036,CÚCUTA,NORTE DE SANTANDER,COL JAIME GARZON,Oficial,A,73,73,2546,268,38,0.58175,0.535240595,0.875816993,0.664269196
168468000502,MOLAGAVITA,SANTANDER,INSTITUTO TECNICO AGRICOLA LUIS MARIA CARVAJAL,Oficial,A,33,33,2547,268,38,0.57075,0.676266464,0.875816993,0.707611152
154001004732,CÚCUTA,NORTE DE SANTANDER,COL CARLOS PEREZ ESCALANTE,Oficial,A,91,91,2560,268,41,0.58175,0.523057922,0.867313916,0.657373946
311001001553,BOGOTÁ D.C.,BOGOTÁ D.C.,COL HERMANOS BELTRAN,Privado,A,32,32,2571,268,42,0.62075,0.697914171,0.864516129,0.727726767
308001001251,BARRANQUILLA,ATLANTICO,INSTITUCION EDUCATIVA DISTRITAL SANTA MAGDALENA SOFIA,Oficial,A,52,52,2586,268,44,0.574,0.603199148,0.858974359,0.678724502
105001002488,MEDELLÍN,ANTIOQUIA,INST EDUC PEDRO LUIS VILLA,Oficial,A,49,49,2592,268,46,0.577,0.418099554,0.853503185,0.616200913
141615000089,RIVERA,HUILA,IE MISAEL PASTRANA B,Oficial,A,113,113,2596,268,49,0.58625,0.515768687,0.845425868,0.649148185
125290000049,FUSAGASUGÁ,CUNDINAMARCA,INSTITUCION EDUCATIVA MUNICIPAL TECNICO TEODORO AYA VILLAVECES,Oficial,A,142,142,2614,267,35,0.604,0.670916398,0.88410596,0.71967412
154001003426,CÚCUTA,NORTE DE SANTANDER,COL MARIANO OSPINA RODRIGUEZ,Oficial,A,109,109,2626,267,37,0.5975,0.604256566,0.878289474,0.69334868
105001019330,MEDELLÍN,ANTIOQUIA,INST EDUC BARRIO SANTA MARGARITA,Oficial,A,45,45,2627,267,37,0.57575,0.617339818,0.878289474,0.690459764
315759001576,SOGAMOSO,BOYACA,LICEO ANGLO AMERICANO DE SOGAMOSO,Privado,A,28,28,2628,267,37,#N/A,#N/A,0.878289474,#N/A
111001098931,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO TORQUIGUA (IED),Oficial,A,173,173,2637,267,39,0.6165,0.688553556,0.87254902,0.725867525
105001003123,MEDELLÍN,ANTIOQUIA,I.E. FATIMA NUTIBARA,Oficial,A,44,44,2639,267,39,0.6235,0.603410387,0.87254902,0.699819802
185001003534,YOPAL,CASANARE,INST TEC EMPRESARIAL,Oficial,A,297,297,2647,267,40,0.608,0.585825125,0.86970684,0.687843989
111001019411,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO INEM SANTIAGO PEREZ (IED),Oficial,A,282,282,2648,267,40,0.578,0.589157613,0.86970684,0.678954818
154001005852,CÚCUTA,NORTE DE SANTANDER,COL PABLO CORREA LEON,Oficial,A,186,186,2649,267,40,0.588,0.487475475,0.86970684,0.648394105
108001000123,BARRANQUILLA,ATLANTICO,INST. TEC. DIST. CRUZADA SOCIAL,Oficial,A,88,88,2650,267,40,0.61925,0.725756327,0.86970684,0.738237723
111001098825,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO SAN VICENTE (IED),Oficial,A,173,173,2661,267,41,0.60075,0.687818368,0.866883117,0.718483828
111001098817,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO NUEVA ROMA (IED),Oficial,A,102,102,2662,267,41,0.5815,0.60695316,0.866883117,0.685112092
173001002475,IBAGUÉ,TOLIMA,INST EDUC MIGUEL DE CERVANTES SAAVEDRA,Oficial,A,27,27,2673,267,42,0.611,0.646896108,0.86407767,0.707324593
273411000725,MURILLO,TOLIMA,INSTITUCION EDUCATIVA TECNICA LEPANTO,Oficial,A,16,16,2682,267,44,0.5975,0.407486351,0.8585209,0.621169084
225286000012,FUNZA,CUNDINAMARCA,INSTITUCION EDUCATIVA DEPARTAMENTAL TECNICO AGROPECUARIA SAN,Oficial,A,95,95,2694,267,46,0.61125,#N/A,0.853035144,#N/A
186001000248,MOCOA,PUTUMAYO,IE FRAY PLACIDO,Oficial,A,75,75,2695,267,46,0.60225,0.63364652,0.853035144,0.696310555
199001000927,PUERTO CARREÑO,VICHADA,I.E. JOSE EUSTACIO RIVERA,Oficial,A,35,35,2719,266,34,0.57575,0.557996559,0.886666667,0.673471075
254001003323,CÚCUTA,NORTE DE SANTANDER,INSTITUCION EDUCATIVA EL RODEO,Oficial,A,53,53,2723,266,35,0.59125,0.677424606,0.88372093,0.717465179
111001013102,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO SAN PEDRO CLAVER (IED),Oficial,A,122,122,2731,266,36,0.57925,0.583109125,0.880794702,0.681051275
105001026671,MEDELLÍN,ANTIOQUIA,INST EDUC SAN NICOLAS,#N/A,A,19,19,2733,266,36,0.584,#N/A,0.880794702,#N/A
173001010214,IBAGUÉ,TOLIMA,INST EDUC CARLOS LLERAS RESTREPO,Oficial,A,162,162,2746,266,38,0.5965,0.545059792,0.875,0.672186597
173001006322,IBAGUÉ,TOLIMA,INST EDUC SIMON BOLIVAR,Oficial,A,46,46,2747,266,38,0.6005,0.659351412,0.875,0.711617137
117614000753,RIOSUCIO,CALDAS,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR SAGRADO CORAZON,Oficial,A,90,90,2750,266,39,0.60575,0.655513589,0.872131148,0.711131579
154001006409,CÚCUTA,NORTE DE SANTANDER,COL BUENOS AIRES,Oficial,A,49,49,2751,266,39,0.60525,0.535311397,0.872131148,0.670897515
225181000220,CHOACHÍ,CUNDINAMARCA,INSTITUCION EDUCATIVA DEPARTAMENTAL FERRALARADA,Oficial,A,29,29,2752,266,39,0.62125,0.631779559,0.872131148,0.708386902
173411001000,LÍBANO,TOLIMA,INSTITUCION EDUCATIVA TECNICA JORGE ELIECER GAITAN AYALA,Oficial,A,90,90,2770,266,42,0.59375,0.603025675,0.863636364,0.686804013
123660000041,SAHAGÚN,CORDOBA,INSTITUCION EDUCATIVA EL NACIONAL,Oficial,A,173,173,2792,266,44,0.5935,0.589057986,0.858064516,0.680207501
311001076677,BOGOTÁ D.C.,BOGOTÁ D.C.,COL NUEVA CIENCIA,Privado,A,40,40,2793,266,44,0.67475,0.738779179,0.858064516,0.757197898
285139000069,MANÍ,CASANARE,INSTITUCION EDUCATIVA GAVIOTAS,Oficial,A,8,8,2809,265,29,0.58675,#N/A,0.901360544,#N/A
154001004333,CÚCUTA,NORTE DE SANTANDER,I.E. CARLOS RAMIREZ PARIS,Oficial,A,109,109,2819,265,36,0.582,0.549504455,0.880398671,0.670634375
119807000109,TIMBÍO,CAUCA,I.E. SAN ANTONIO DE PADUA,Oficial,A,92,92,2834,265,38,0.6265,0.5196709,0.874587459,0.673586119
111001014974,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO FRANCISCO DE MIRANDA (IED),Oficial,A,139,139,2833,265,38,0.5815,0.723634434,0.874587459,0.726573964
123001004870,MONTERÍA,CORDOBA,INSTITUCION EDUCATIVA  EL DORADO,Oficial,A,73,73,2837,265,39,0.5765,0.413695343,0.871710526,0.62063529
350001007671,VILLAVICENCIO,META,LIC MAYOR DE VILLAVICENCIO JAIME TRIANA RESTREPO,Privado,A,118,118,2860,265,41,0.5895,0.593767341,0.866013072,0.683093471
185001003208,YOPAL,CASANARE,IE JORGE ELIECER GAITAN,Oficial,A,68,68,2862,265,41,0.587,0.531586266,0.866013072,0.661533112
111001086720,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO TÉCNICO  JAIME PARDO LEAL (IED),Oficial,A,79,79,2861,265,41,0.58525,0.616064628,0.866013072,0.689109233
173001001053,IBAGUÉ,TOLIMA,INST EDUC INEM MANUEL MURILLO TORO,Oficial,A,204,204,2868,265,42,0.5905,0.612987343,0.863192182,0.688893175
150001004664,VILLAVICENCIO,META,COLEGIO DEPARTAMENTAL GILBERTO ALZATE AVENDA¿O,Oficial,A,106,106,2878,265,43,0.63525,0.532766708,0.86038961,0.676135439
105360000474,ITAGÜÍ,ANTIOQUIA,INSTITUCION EDUCATIVA FELIPE DE RESTREPO,Oficial,A,76,76,2879,265,43,0.585,0.537272978,0.86038961,0.660887529
176275001393,FLORIDA,VALLE,IE ABSALON TORRES CAMACHO,Oficial,A,153,153,2891,265,45,0.56625,0.468176921,0.85483871,0.62975521
311001093121,BOGOTÁ D.C.,BOGOTÁ D.C.,LIC LA NUEVA ESTANCIA DE SUBA,Privado,A,83,83,2892,265,45,0.6365,0.704144351,0.85483871,0.731827687
276147000222,CARTAGO,VALLE,ZARAGOZA,Oficial,A,60,60,2900,265,47,0.57475,0.525636991,0.849358974,0.649915322
311769002516,BOGOTÁ D.C.,BOGOTÁ D.C.,LIC DE LONDRES,#N/A,A,4,4,2903,265,48,#N/A,#N/A,0.846645367,#N/A
152203000400,COLÓN,NARIÑO,INSTITUCION EDUCATIVA DIVINO NI¿O GENOVA,Oficial,A,17,17,2908,264,21,0.59325,#N/A,0.926315789,#N/A
168322000080,GUAPOTÁ,SANTANDER,COLEGIO MANUELA BELTRAN,Oficial,A,24,24,2910,264,27,0.62825,0.7145298,0.907216495,0.749998765
186885001188,VILLAGARZÓN,PUTUMAYO,IE GUILLERMO VALENCIA,Oficial,A,103,103,2912,264,32,0.56375,0.591450802,0.891891892,0.682364231
108001003688,BARRANQUILLA,ATLANTICO,INSTITUTO DISTRITAL TECNICO MEIRA DEL MAR,Oficial,A,78,78,2913,264,32,0.57425,0.569759576,0.891891892,0.678633822
205120000391,CÁCERES,ANTIOQUIA,I. E. PIAMONTE,Oficial,A,9,9,2918,264,33,0.54975,#N/A,0.888888889,#N/A
225040000544,ANOLAIMA,CUNDINAMARCA,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL LA FLORIDA,Oficial,A,30,30,2921,264,34,0.58575,0.656845681,0.88590604,0.709500574
154418000331,LOURDES,NORTE DE SANTANDER,COL RAIMUNDO ORDO¿EZ YA¿EZ,Oficial,A,20,20,2922,264,34,0.5925,0.547242149,0.88590604,0.675216063
286885000739,VILLAGARZÓN,PUTUMAYO,I.E.R. PUERTO UMBRIA,Oficial,A,28,28,2929,264,35,0.5955,0.707966725,0.882943144,0.72880329
285430000866,TRINIDAD,CASANARE,IE RAFAEL GARCIA HERREROS,Oficial,A,8,8,2930,264,35,0.62125,#N/A,0.882943144,#N/A
325279000451,FÓMEQUE,CUNDINAMARCA,INSTITUCION EDUCATIVA DEPARTAMENTAL MONSEÑOR AGUSTIN GUTIERREZ,Oficial,A,90,90,2937,264,36,0.61025,0.618546915,0.88,0.702932305
105282000403,FREDONIA,ANTIOQUIA,I. E. ESCUELA NORMAL SUPERIOR MARIANO OSPINA RODRIGUEZ,Oficial,A,28,28,2938,264,36,0.56375,0.558301814,0.88,0.667350605
241001000711,NEIVA,HUILA,AIPECITO,Oficial,A,9,9,2945,264,37,0.59175,0.63696998,0.877076412,0.701932131
419807000919,TIMBÍO,CAUCA,I.E. AGROP SANTA MARIA,#N/A,A,7,7,2946,264,37,0.595,#N/A,0.877076412,#N/A
141001004452,NEIVA,HUILA,EL LIMONAR,Oficial,A,74,74,2971,264,40,0.5655,0.481699864,0.868421053,0.638540306
111001009148,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO HELADIA MEJIA  (IED),Oficial,A,117,117,2970,264,40,0.62325,0.602050034,0.868421053,0.697907029
463130000550,CALARCÁ,QUINDIO,BAUDILIO MONTOYA,Oficial,A,75,75,2993,264,42,0.632,0.64173309,0.862745098,0.712159396
111001034002,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO GUILLERMO LEON VALENCIA  (IED),Oficial,A,33,33,2994,264,42,0.6085,0.694415998,0.862745098,0.721887032
120001791767,VALLEDUPAR,CESAR,I.E. RICARDO GONZÁLEZ,Privado,A,104,104,3004,264,43,0.5835,0.586704826,0.859934853,0.676713227
105360002141,ITAGÜÍ,ANTIOQUIA,I.E. BENEDIKTA ZUR NIEDEN,Oficial,A,90,90,3005,264,43,0.56525,0.560650746,0.859934853,0.6619452
125297000311,GACHETÁ,CUNDINAMARCA,INSTITUCION EDUCATIVA DEPARTAMENTAL MONSEÑOR ABDON LOPEZ,Oficial,A,35,35,3012,264,44,0.6035,0.45991203,0.857142857,0.640184962
173283000011,FRESNO,TOLIMA,INSTITUCION EDUCATIVA TECNICA MARIA AUXILIADORA,Oficial,A,49,49,3018,264,45,0.6005,0.51738019,0.854368932,0.657416374
168245000349,EL GUACAMAYO,SANTANDER,INSTITUTO TECNICO AGROPECUARIO,Oficial,A,13,13,3029,264,47,0.647,0.645263608,0.848874598,0.713712735
268861000012,VÉLEZ,SANTANDER,INSTITUTO AGRICOLA  DE ALTO JORDAN,Oficial,A,20,20,3043,263,34,0.58625,0.534448449,0.885521886,0.668740111
127001000225,QUIBDÓ,CHOCO,IE FEM DE ENSEÑANZA MEDIA,Oficial,A,208,208,3060,263,38,0.628,0.689049085,0.873754153,0.730267746
163470000267,MONTENEGRO,QUINDIO,LOS FUNDADORES,Oficial,A,77,77,3071,263,39,0.57,0.559498771,0.870860927,0.666786566
125718000219,SASAIMA,CUNDINAMARCA,INSTITUCION EDUCATIVA DEPARTAMENTAL NUESTRA SEÑORA DE FATIMA,Oficial,A,48,48,3072,263,39,0.59325,0.501107423,0.870860927,0.655072783
166001000069,PEREIRA,RISARALDA,IE CARLOTA SANCHEZ,Oficial,A,61,61,3083,263,40,0.601,0.42589585,0.867986799,0.63162755
323807001802,TIERRALTA,CORDOBA,IE LIC FE Y ALEGRIA SANTIAGO CANABAL,Oficial,A,54,54,3084,263,40,0.5815,0.568122212,0.867986799,0.672536337
225530000348,PARATEBUENO,CUNDINAMARCA,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL JOSUÉ MANRIQUE,Oficial,A,26,26,3085,263,40,0.59775,0.532453966,0.867986799,0.666063588
185001003836,YOPAL,CASANARE,INSTITUTO TECNICO AMBIENTAL SAN MATEO,Oficial,A,75,75,3095,263,41,0.59,0.644927088,0.865131579,0.700019556
125473000579,MOSQUERA,CUNDINAMARCA,I.E. MAYOR DE MOSQUERA,Oficial,A,49,49,3096,263,41,0.56275,0.599604877,0.865131579,0.675828819
173001004556,IBAGUÉ,TOLIMA,INST EDUC SAN PEDRO ALEJANDRINO,Oficial,A,21,21,3097,263,41,0.59575,0.590551138,0.865131579,0.683810906
468444000441,MATANZA,SANTANDER,COLEGIO TECNICO AGROPECUARIO  NUESTRA SEÑORA DE LA PAZ,Oficial,A,17,17,3098,263,41,0.597,0.491531165,0.865131579,0.651220915
154405000161,LOS PATIOS,NORTE DE SANTANDER,INST TECNICO MUNICIPAL DE LOS PATIOS,Oficial,A,199,199,3113,263,43,0.58575,0.47390852,0.859477124,0.639711881
185001001744,YOPAL,CASANARE,IE LUCILA PIRAGAUTA,Oficial,A,84,84,3116,263,44,0.5905,0.457290459,0.856677524,0.634822661
176275000915,FLORIDA,VALLE,IE CIUDAD FLORIDA,Oficial,A,158,158,3121,263,45,0.5615,0.507411369,0.853896104,0.640935824
105266000312,ENVIGADO,ANTIOQUIA,INSTITUCION EDUCATIVA DARIO DE BEDOUT,Oficial,A,32,32,3122,263,45,0.56,0.515938568,0.853896104,0.643278224
325486000151,NEMOCÓN,CUNDINAMARCA,INST COMER  RUPERTO AGUILERA LEON,Privado,A,19,19,3126,263,46,0.5835,#N/A,0.851132686,#N/A
252356001035,IPIALES,NARIÑO,INSTITUCION EDUCATIVA LAS LAJAS,Oficial,A,15,15,3140,262,27,0.587,0.756140741,0.906574394,0.749905045
325286001242,FUNZA,CUNDINAMARCA,COLEGIO PEDAGOGICO SAN JOSE DE CALAZANS,#N/A,A,2,2,3142,262,29,0.63125,#N/A,0.900343643,#N/A
123182000013,CHINÚ,CORDOBA,IE SAN FRANCISCO DE ASIS,Oficial,A,59,59,3145,262,34,0.56825,#N/A,0.885135135,#N/A
219760000401,SOTARA,CAUCA,I.E. AGROPECUARIA  LOS  ROBLES,Oficial,A,14,14,3170,262,37,0.58,0.437325239,0.876254181,0.63119314
168264000295,ENCINO,SANTANDER,COLEGIO TECNICO AGROPECUARIO,Oficial,A,12,12,3171,262,37,0.60875,0.677297974,0.876254181,0.720767385
115861000011,VENTAQUEMADA,BOYACA,IE FRANCISCO DE PAULA SANTANDER,Oficial,A,119,119,3187,262,39,0.589,0.608904648,0.870431894,0.689445514
305001003785,MEDELLÍN,ANTIOQUIA,COL MILIT JOSE MARIA CORDOBA,Privado,A,52,52,3188,262,39,0.6,0.524748643,0.870431894,0.665060179
173001008741,IBAGUÉ,TOLIMA,INST EDUC TEC ALBERTO CASTILLA,Oficial,A,140,140,3207,262,42,0.598,0.532518101,0.861842105,0.664120069
120001791775,VALLEDUPAR,CESAR,I.E. MAYOR DE VALLEDUPAR CÉSAR POMPEYO MENDOZA HINOJOSA,Privado,A,109,109,3208,262,42,0.65925,0.720158037,0.861842105,0.747083381
115332000294,GÜICÁN DE LA SIERRA,BOYACA,I.E. NORMAL SUPERIOR NTRA SRA DEL ROSARIO,Oficial,A,51,51,3213,262,43,0.5975,0.519829814,0.859016393,0.658782069
108001003840,BARRANQUILLA,ATLANTICO,INST. EDUC. DIST. LUZ DEL CARIBE (ANT. C.E.B. # 173),Oficial,A,53,53,3217,262,44,0.62475,0.535647504,0.85620915,0.672202218
154001005208,CÚCUTA,NORTE DE SANTANDER,I.E. JUAN PABLO I,Oficial,A,48,48,3226,262,46,0.59,0.465370862,0.850649351,0.635340071
241551001846,PITALITO,HUILA,I.E. MUNICIPAL JORGE VILLAMIL CORDOVEZ,#N/A,A,16,16,3239,261,27,#N/A,#N/A,0.90625,#N/A
166383000012,LA CELIA,RISARALDA,LICEO DE OCCIDENTE,Oficial,A,28,28,3246,261,33,0.5875,0.557751385,0.887755102,0.677668829
115087000011,BELÉN,BOYACA,I.E. SUSANA GUILLEMIN,Oficial,A,82,82,3267,261,38,0.61075,0.447361485,0.872909699,0.643673728
125245000291,EL COLEGIO,CUNDINAMARCA,INSTITUCION EDUCATIVA  DEPARTAMENTAL  EL TEQUENDAMA,Oficial,A,137,137,3282,261,40,0.5935,0.650462453,0.867109635,0.703690696
108001003611,BARRANQUILLA,ATLANTICO,INSTITUCION EDUCATIVA DISTRITAL KARL PARRISH,Oficial,A,87,87,3291,261,41,0.588,0.627175713,0.864238411,0.693138041
225817000021,TOCANCIPÁ,CUNDINAMARCA,I.E.R.D. LA FUENTE,Oficial,A,48,48,3292,261,41,0.57525,0.608693425,0.864238411,0.682727278
273270000408,PALOCABILDO,TOLIMA,INSTITUCION EDUCATIVA TECNICA AGROINDUSTRIAL LEOPOLDO GARCIA,Oficial,A,45,45,3293,261,41,0.62275,0.528426266,0.864238411,0.671804892
117001001609,MANIZALES,CALDAS,INSTITUCIÓN EDUCATIVA ANDRES  BELLO,Oficial,A,32,32,3302,261,42,0.57975,0.579719687,0.861386139,0.673618608
125740000443,SIBATÉ,CUNDINAMARCA,INSTITUCION EDUCATIVA DEPARTAMENTAL PABLO NERUDA,Oficial,A,33,33,3319,261,44,0.569,0.58589263,0.855737705,0.670210112
105001019925,MEDELLÍN,ANTIOQUIA,INST EDUC ALCALDIA DE MEDELLIN,Oficial,A,71,71,3333,261,46,0.57375,0.426118851,0.850162866,0.616677239
225035000358,ANAPOIMA,CUNDINAMARCA,INSTITUCION EDUCATIVA RURAL DEPARTAMENTAL PATIO BONITO,Oficial,A,16,16,3344,261,58,0.58875,0.528255161,0.818181818,0.645062326
217662002801,SAMANÁ,CALDAS,INSTITUCION EDUCATIVA PIO XII,Oficial,A,23,23,3346,260,30,0.6255,0.737769779,0.896551724,0.753273834
208078000813,BARANOA,ATLANTICO,I.E. TECNICA MARIA INMACULADA DE PITAL DE MEGUA,Oficial,A,28,28,3347,260,31,0.61925,0.464311115,0.89347079,0.659010635
217444000821,MARQUETALIA,CALDAS,INSTITUCION EDUCATIVA ANTONIO MARIA HINCAPIE,Oficial,A,24,24,3351,260,33,0.68325,0.672868601,0.887372014,0.747830205
311001004234,BOGOTÁ D.C.,BOGOTÁ D.C.,COL FERNANDO V DE ARAGON Y CASTILLA,Privado,A,16,16,3357,260,34,0.58225,#N/A,0.884353741,#N/A
154001006999,CÚCUTA,NORTE DE SANTANDER,COL GREMIOS UNIDOS,Oficial,A,131,131,3370,260,37,0.60075,0.607416089,0.875420875,0.694528988
105360000288,ITAGÜÍ,ANTIOQUIA,INSTITUCION EDUCATIVA ENRIQUE VELEZ ESCOBAR,Oficial,A,123,123,3377,260,38,0.574,0.510419671,0.872483221,0.652300964
150001000201,VILLAVICENCIO,META,COLEGIO ABRAHAM LINCOLN,Oficial,A,43,43,3379,260,38,0.62425,0.710015217,0.872483221,0.735582813
125290002246,FUSAGASUGÁ,CUNDINAMARCA,INSTITUCION EDUCATIVA MUNICIPAL EBEN-EZER,Oficial,A,72,72,3401,260,40,0.58425,0.407068523,0.866666667,0.619328396
108001003025,BARRANQUILLA,ATLANTICO,INSTITUCION EDUCATIVA DISTRITAL SAN JOSE,Oficial,A,122,122,3409,260,41,0.6235,0.587294149,0.863787375,0.691527175
354001012181,CÚCUTA,NORTE DE SANTANDER,I.E. MINUTO DE DIOS - POLICARPA SALAVARRIETA,Privado,A,71,71,3410,260,41,0.564,0.462183793,0.863787375,0.62999039
119548000251,PIENDAMÓ - TUNÍA,CAUCA,INSTITUCION EDUCATIVA MADRE DE DIOS,Oficial,A,84,84,3418,260,42,0.58325,0.657875522,0.860927152,0.700684225
123660000059,SAHAGÚN,CORDOBA,ESCUELA NORMAL SUPERIOR LACIDES IRIARTE,Oficial,A,250,250,3426,260,43,0.56675,0.552409569,0.858085809,0.659081793
125322000429,GUASCA,CUNDINAMARCA,I.E.D. DOMINGO SAVIO,Oficial,A,54,54,3427,260,43,0.58225,0.491064008,0.858085809,0.643799939
241807000079,TIMANÁ,HUILA,IE CASCAJAL,Oficial,A,20,20,3428,260,43,0.58275,0.499729538,0.858085809,0.646855116
476736000258,SEVILLA,VALLE,IE HERACLIO URIBE URIBE,Oficial,A,40,40,3443,260,45,0.63825,#N/A,0.852459016,#N/A
163130001137,CALARCÁ,QUINDIO,GENERAL SANTANDER,Oficial,A,46,46,3461,260,49,0.59725,0.539627934,0.841423948,0.659433961
